country,description,points,price,province,region_1,taster_name,title,variety
US,"Scents of raspberries, flowers and exotic spices take the lead. The palate feels broad and untethered, featuring glossy tannins, balanced acids and a pliable finish.",87,23.0,Virginia,Monticello,,Lovingston 2012 Josie's Knoll Cabernet Franc (Monticello),Cabernet Franc
Italy,"Aromas of nail varnish, overripe black-skinned fruit and prune lead the nose. The evolved palate offers dried black cherry, raisin, clove and a confectionary note alongside fleeting tannins. Drink now.",86,45.0,Tuscany,Chianti Rufina,Kerin O’Keefe,Dreolino 2011 Riserva  (Chianti Rufina),Red Blend
US,"Wild red berries, crushed pepper, lilacs and a frame of asphalt show on the exuberant nose of this bottling. The palate is loaded with meat, smoke, cedar, charcoal and easy boysenberry flavors, the perfect pairing for a hamburger. It is a tad light in body, especially since it hasaged for so many years.",89,40.0,California,Monterey,Matt Kettmann,DeTierra Vineyards 2010 Russell Estate Merlot (Monterey),Merlot
US,"Chunky and fruit forward, this opens with scents of roses and cherries, and cherry fruit is the most striking impression on the palate. There's a light suggestion of leather also, and sharp, finishing acidity.",86,28.0,Oregon,Umpqua Valley,Paul Gregutt,Melrose 2012 Pinot Noir (Umpqua Valley),Pinot Noir
Spain,"Candied cherry and plum aromas are light and not that convincing. This is a wiry, choppy, light-bodied red with tart, juicy plum and raspberry flavors. A short yet fresh finish hollows out quickly.",83,10.0,Northern Spain,Toro,Michael Schachner,Pata Negra 2012 Roble  (Toro),Tinta de Toro
Italy,"Aromas of dried violet, black-skinned berry and cooking spice take center stage while the dense palate offers black plum, mocha and a touch of vanilla alongside solid tannins. It's already accessible so drink soon.",89,20.0,Central Italy,Romagna,Kerin O’Keefe,Tre Monti 2012 Petrignone Riserva Sangiovese (Romagna),Sangiovese
US,"Tart black-cherry fruit carries a load of earth and stem flavors, along with notes of bitter chocolate shavings and espresso grounds. It's tannic and tart, with a dash of sassafras threaded through the finish.",89,50.0,Oregon,Willamette Valley,Paul Gregutt,Panther Creek 2014 Reserve Pinot Noir (Willamette Valley),Pinot Noir
US,"This nearly 100% Cabernet is strongly flavored, bone dry, very tannic and nowhere near ready. It has a tough, astringent mouthfeel, and the concentrated richness of grapes grown on low-yielding hillsides. Intense flavors of blackberries, black cherries, cassis, cola and herbs mark this fine, ageable wine. Don't touch it before 2013, and it should ride out many years beyond that.",93,75.0,California,Alexander Valley,,Rodney Strong 2007 Brothers Ridge Cabernet Sauvignon (Alexander Valley),Cabernet Sauvignon
US,"This somewhat flat, green and tannic wine is reduced and sour in tone, with medium body and broad acidity.",84,60.0,California,Napa Valley,Virginie Boone,Great Sage 2014 Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon
US,A good-value Petite Sirah that's straightforward in texture and personality. Its blueberry fruit lurks shyly in the background and there's a send-off of sturdy tannin on the finish.,85,14.0,California,Mendocino County,Virginie Boone,Parducci 2010 Small Lot Blend Petite Sirah (Mendocino County),Petite Sirah
US,"Another stunning Sangiovese from La Folia, it's fruity and soft. A smooth, velvety juiciness lingers through the midpalate and into the finish. Balanced in richness and texture, this is a beautiful fulfillment of what many have hoped for years could be possible with the grape in California.",92,32.0,California,Sierra Foothills,Virginie Boone,La Folia Winery 2011 Sangiovese (Sierra Foothills),Sangiovese
US,"Similar to the winery's previous efforts, this is a soft, sweet and simple Chardonnay. The orange, apricot, vanilla and buttered toast flavors are good, but the wine lacks structure.",84,20.0,California,Napa Valley,,Ca' Momi 2012 Chardonnay (Napa Valley),Chardonnay
Italy,"Toasted nut and balsamic notes and a whiff of cellar floor dominate the nose of this wine. Although shy in terms of fruit richness, it shows assertive and brooding licorice, espresso, fig and dried cherry notes on the palate. The tannins are close grained.",87,32.0,Piedmont,Barbaresco,Kerin O’Keefe,Pasquale Pelissero 2014 Cascina Crosa  (Barbaresco),Nebbiolo
Italy,"This 50-50 Merlot-Cab Franc blend is priced irresistibly low. Aromas include red cherry fruit, chocolate and spice that give it a modern edge. It has plenty of dimension and some oak nuances in the mouth.",87,10.0,Tuscany,Toscana,,Villa Pillo 2005 Red (Toscana),Red Blend
Portugal,"Rounded, warm wine, its walnut and kiwi fruit balanced by a soft texture. It has preserved its freshness, allowing the acidity to shine through. A serious wine, as well as delicious, to drink now.",90,40.0,Vinho Espumante de Qualidade,,Roger Voss,Murganheira 2004 Bruto Chardonnay (Vinho Espumante de Qualidade),Chardonnay
Spain,"Roasted berry, black pepper and mild leafy aromas are true to the region. The palate is full but not heavy or clumsy; flavors of earthy berry fruits show a touch of raisin, while the finish is loamy and smooth. Drink this approachable wine now through 2018.",91,60.0,Northern Spain,Rioja,Michael Schachner,Bodegas Bilbainas 2006 Viña Pomal Gran Riserva  (Rioja),Tempranillo Blend
Spain,"Modern and bulky, this has a lot of great things going on. It opens with aromas of mineral, graphite, sage and bold berry, with chewy, roasted black-fruit flavors. It's long, compact, chocolaty and spicy on the finish. Still not mature but it's drinkable—best from 2014 and on.",93,89.0,Catalonia,Priorat,Michael Schachner,Cims de Porrera 2005 Clássic Carignan (Priorat),Carignan
Italy,"As its name suggests, Tradizionale is classically crafted. Aged in large French casks, this has alluring fragrances of violet, plum and black pepper, while the palate delivers black cherry and tobacco flavors layered with carob notes. It's nicely balanced, with soft tannins and fresh acidity.",93,48.0,Tuscany,Vino Nobile di Montepulciano,Kerin O’Keefe,Lunadoro 2010 Tradizionale  (Vino Nobile di Montepulciano),Sangiovese
US,"There's a sugary edge to the lime and tropical fruit flavors in this wine, along with a strong note of gooseberry. The combination is edgy.",82,17.0,California,Russian River Valley,,Stickybeak 2012 Sauvignon Blanc (Russian River Valley),Sauvignon Blanc
US,"This is a lovely vineyard-designate, floral and crisp in tangy grapefruit and tangerine. With plenty of complexity to its breadth and depth, it maintains effortless acidity throughout, finishing with just the right twist of lemon peel.",92,28.0,California,Sonoma County,Virginie Boone,City Winery of New York 2014 Scopus Vineyard Reserve Chardonnay (Sonoma County),Chardonnay
Austria,"Beautifully ripe, almost luscious notes of yellow plum complement leafy varietal notes. The palate has that same juxtaposition of ripe generosity and focused freshness but remains toned, slender and superclean throughout. Lip smacking and very refreshing.",91,23.0,Südsteiermark,,Anne Krebiehl MW,Tement 2015 Berghausener Sauvignon Blanc (Südsteiermark),Sauvignon Blanc
Germany,"Musky rose and melon scents meld into slightly confectionery pastry tones on the nose of this aromatic Riesling. The palate is brisk and dry, but nectarine and peach flavors penetrate deeply. Cool strikes of acid and minerality accentuate the finish. Drink now through 2019.",91,42.0,Mosel,,Anna Lee C. Iijima,Maximin Grünhäuser 2014 Herrenberg Alte Reben Trocken Riesling (Mosel),Riesling
US,"Dineen fruit, in a singular vintage, equals spectacular Syrah. This has it all going on—rich, luscious flavors of berries and cherries, wrapped (soaked!) in chocolate, elevated with zippy acidity and smooth and creamy as fresh-churned butter. Seductive doesn't begin to cover it. You could take a bath in this stuff. Yum!",92,32.0,Washington,Yakima Valley,Paul Gregutt,Stevens 2005 Black Tongue Syrah (Yakima Valley),Syrah
France,"Ripe Merlot pushes through the tight tannins that are still evident in this wine. This dark, dry core dominates initially, and needs time to open up to show the vivid black currant flavors, touched with dried fruits and fresh finishing acidity.",88,30.0,Bordeaux,Saint-Émilion,Roger Voss,Château Teyssier 2006  Saint-Émilion,Bordeaux-style Red Blend
New Zealand,"Like a fairway-splitting drive in golf, this wine is just what the masses want: It's full of grapefruit, passion fruit, gooseberry and citrus rind. The acidity, however, is pounding, so the finish might sweat your tongue a bit, thereby yielding a juicy mouthfeel. Overall, it starts well and then fades a bit.",88,18.0,Marlborough,,,Nautilus 2001 Sauvignon Blanc (Marlborough),Sauvignon Blanc
US,"Fruit was sourced from the Doc Stewart vineyard, one of the region's oldest, and fermented in American oak. Bright gold in color, it opens with rich scents of buttered nuts, stone fruits, and dusty spices. You will find a lot of flavor for the price, and the wine retains sufficient acidity to brighten up the finish with a lick of minerality.",90,21.0,Washington,Wahluke Slope,Paul Gregutt,Grace Cellars 2008 Chardonnay (Wahluke Slope),Chardonnay
US,"A Châteauneuf-du-Pape-style Rhône blend that really nails it for satisfaction. Rich and fruity, spicy, yet with great structure. Defines the vintner's art of blending, comprised of five varieties sourced from a dozen vineyards. Fun and serious at the same time.",90,24.0,California,Santa Barbara County,,Margerum 2007 M5 Red (Santa Barbara County),Rhône-style Red Blend
US,"Rusack's best 2008 Pinot comes from this great vineyard that displays such fine Santa Rita Hills character. It's ripe enough in cherries to satisfy, and also brisk in acidity, with complex mineral and herb notes, and the oak barrel layering is perfect. Lovely now for its silky texture, and will develop over the next 5–7 years.",94,45.0,California,Sta. Rita Hills,,Rusack 2008 Rancho Santa Rosa Pinot Noir (Sta. Rita Hills),Pinot Noir
US,"The man who makes a million Syrahs dives into a blend of 60% Grenache, 25% Mourvèdre and 15% Syrah on this bottling, which offers composting lilac, black pepper, fresh boysenberry, dried herb and a tarry quality on the nose. There's a strong blackberry-balsamic reduction flavor once sipped, as well as beef char, elderberry and more tar.",90,36.0,California,Santa Ynez Valley,Matt Kettmann,Andrew Murray 2013 Esperance Curtis Vineyard Red (Santa Ynez Valley),Rhône-style Red Blend
US,"Cabernet Sauvignon (65%) takes the lead in this wine, followed by Merlot (29%), Malbec (3%) and Cabernet Franc (3%). Aromas of cocoa, vanilla, graphite, and red and black fruit are followed by palate-coating fruit and barrel flavors backed by firm but well-integrated tannins.",91,65.0,Washington,Columbia Valley (WA),Sean P. Sullivan,Chateau Ste. Michelle 2013 Artist Series Red (Columbia Valley (WA)),Bordeaux-style Red Blend
US,"Aromas like vanilla and baking spices along with bright, ripe flavors give a happy, lively personality to this full-bodied and firm-textured wine.",88,42.0,California,Mendocino,Jim Gordon,City Winery of New York 2011 Reserve Alder Springs Vineyard Cabernet Franc (Mendocino),Cabernet Franc
US,"This bottling packs in all that the grape can be: honeydew melon ripeness, crushed chalk and slate minerality and a grassy edge. The palate shows a citrus rind pithiness, some sea salt and a lime zest freshness. Classic and uncomplicated.",89,25.0,California,Arroyo Seco,Matt Kettmann,Comartin 2015 Stone Row Zabala Vineyard Sauvignon Blanc (Arroyo Seco),Sauvignon Blanc
Portugal,"This is a beautiful wine—rich, smooth and balanced. It has weight, great blackberry and damson fruit and a judicious hint of wood. Spice, ripe fruit and fresh acidity all call for aging. Drink from 2016.",91,36.0,Tejo,,Roger Voss,Pinhal da Torre 2009 Alqueve de Pinhal da Torre Red (Tejo),Portuguese Red
Italy,"This leads with vanilla, ripe black-skinned berry and baking spice aromas. The firm palate delivers tobacco, licorice and black cherry jam flavors alongside chewy tannins. It finishes on an astringent note. Drink through 2019.",87,55.0,Piedmont,Barbera d'Asti Superiore,Kerin O’Keefe,Scagliola 2014 Sansi Frem  (Barbera d'Asti Superiore),Barbera
US,"The Ukiah Valley gets hot, no doubt, but 15.8% alcohol on a Mendocino Cabernet is still hard to take. This wine is very tightly wound, a little hot, a little flabby with a minty, cedar nose and flavors of blackberry and chocolate that eventually come through.",84,24.0,California,Mendocino County,Virginie Boone,Jaxon Keys 2007 Peterson Vineyard Cabernet Sauvignon (Mendocino County),Cabernet Sauvignon
